Country,City,AccentCity,Region,Population,Latitude,Longitude
lr,bali kohnma,Bali Kohnma,17,,6.7666667,-10.3166667
lr,balingabli,Balingabli,11,,6.1833333,-9.7666667
lr,bali place,Bali Place,10,,5.4508333,-8.7283333
lr,balla,Balla,1,,7.0605556,-9.1677778
lr,ballah camp,Ballah Camp,5,,7.2669444,-10.5761111
lr,ballomah,Ballomah,5,,7.6991667,-9.6508333
lr,ballrah,Ballrah,11,,6.4644444,-9.9722222
lr,balmbay,Balmbay,11,,5.8319444,-9.8530556
lr,balo,Balo,9,,6.9686111,-8.8069444
lr,baloma,Baloma,5,,7.6991667,-9.6508333
lr,baloma,Baloma,12,,6.9341667,-11.3727778
lr,baloma,Baloma,15,,6.7947222,-10.6091667
lr,balomah,Balomah,5,,7.6991667,-9.6508333
lr,balosa,Balosa,18,,5.5111111,-9.5627778
lr,balozu,Balozu,5,,7.7833333,-9.4
lr,balpali,Balpali,9,,7.0594444,-8.3052778
lr,balra,Balra,11,,6.4644444,-9.9722222
lr,balu,Balu,16,,5.1158333,-8.2147222
lr,balura,Balura,2,,5.7888889,-7.8791667
lr,balu town,Balu Town,16,,5.1158333,-8.2147222
lr,bama,Bama,11,,5.9641667,-9.6822222
lr,bamai,Bamai,5,,8.2933333,-9.6341667
lr,bamakave,Bamakave,12,,7.0344444,-10.9783333
lr,bamake,Bamake,13,,4.705,-7.7291667
lr,bamakole,Bamakole,17,,6.5666667,-10.2666667
lr,bamara,Bamara,12,,7.1852778,-11.2297222
lr,bamawipla,Bamawipla,9,,7.3594444,-8.4369444
lr,bamazo,Bamazo,15,,6.7441667,-10.8202778
lr,bambala,Bambala,12,,7.1852778,-11.2297222
lr,bamballah,Bamballah,12,,7.1852778,-11.2297222
lr,bambara,Bambara,12,,7.1852778,-11.2297222
lr,bambarra,Bambarra,12,,7.1852778,-11.2297222
lr,bambele,Bambele,12,,7.2233333,-11.1766667
lr,bamble,Bamble,12,,7.2233333,-11.1766667
lr,bambli,Bambli,9,,7.3313889,-8.4788889
lr,bambodu,Bambodu,5,,8.3666667,-10.25
lr,bambuma,Bambuma,5,,6.9055556,-10.5808333
lr,bambuta,Bambuta,5,,6.9813889,-10.5233333
lr,bame,Bame,1,,6.9166667,-9.4666667
lr,bame town,Bame Town,10,,5.1730556,-9.2836111
lr,bamganima,Bamganima,1,,6.8402778,-9.8427778
lr,bami,Bami,5,,8.45,-10.0666667
lr,bamobli,Bamobli,15,,6.6383333,-10.9383333
lr,bamonoa,Bamonoa,15,,6.8327778,-10.5197222
lr,bampa,Bampa,9,,6.8788889,-8.9338889
lr,bampa town,Bampa Town,9,,7.0280556,-8.9025
lr,bample,Bample,9,,7.3027778,-8.4552778
lr,bampree,Bampree,17,,6.5666667,-10.25
lr,bamu,Bamu,15,,6.6,-10.9333333
lr,bana,Bana,10,,4.9916667,-8.9638889
lr,banai,Banai,1,,7.0880556,-9.4355556
lr,banaka,Banaka,15,,6.8288889,-10.7725
lr,banama,Banama,18,,5.6411111,-9.6058333
lr,bana town,Bana Town,10,,4.9916667,-8.9638889
lr,bandahqueh town,Bandahqueh Town,11,,6.5369444,-10.1830556
lr,bandaini,Bandaini,5,,8.4058333,-10.2461111
lr,bandajuma,Bandajuma,12,,6.7833333,-11.3
lr,bandakolo,Bandakolo,12,,6.9333333,-11.2833333
lr,bandeineen,Bandeineen,5,,8.435,-10.065
lr,bandela,Bandela,12,,7.1663889,-10.9313889
lr,bandiani,Bandiani,5,,8.4058333,-10.2461111
lr,bandila,Bandila,5,,8.3333333,-10.1833333
lr,bando,Bando,5,,7.0233333,-10.8352778
lr,bando,Bando,12,,6.9130556,-11.4202778
lr,bandor,Bandor,12,,6.9130556,-11.4202778
lr,banersville,Banersville,14,,6.3666667,-10.7333333
lr,banga,Banga,5,,7.2777778,-10.0636111
lr,bangah,Bangah,5,,7.2777778,-10.0636111
lr,banga sioquelle,Banga Sioquelle,1,,7.2888889,-9.2180556
lr,bange,Bange,12,,7.1166667,-10.7833333
lr,bango,Bango,9,,7.0552778,-8.6713889
lr,bangoma,Bangoma,12,,7.0833333,-11.2102778
lr,bang town,Bang Town,2,,6.2361111,-8.0619444
lr,bangwe,Bangwe,9,,7.1063889,-8.5213889
lr,bangye,Bangye,5,,7.5061111,-9.5569444
lr,bani,Bani,10,,5.1833333,-9.2833333
lr,bani,Bani,11,,5.8666667,-9.6333333
lr,banjao,Banjao,14,,6.4072222,-10.795
lr,banjo,Banjo,11,,5.8666667,-9.6333333
lr,banjo,Banjo,14,,6.4072222,-10.795
lr,banka,Banka,1,,6.8902778,-10.3327778
lr,banka town,Banka Town,10,,5.2058333,-9.3413889
lr,bannah,Bannah,10,,4.9916667,-8.9638889
lr,banokoita,Banokoita,5,,7.2333333,-10.0833333
lr,bansu,Bansu,1,,6.9333333,-10.0666667
lr,banti,Banti,5,,7.3333333,-10.4833333
lr,bantohn,Bantohn,11,,5.9094444,-9.7061111
lr,banwayn,Banwayn,5,,8.2013889,-9.5627778
lr,banwei,Banwei,5,,8.1475,-10.1461111
lr,banyata,Banyata,5,,7.1911111,-10.2097222
lr,banyohn,Banyohn,11,,6.4,-9.6833333
lr,banyon,Banyon,11,,6.4,-9.6833333
lr,banyo town,Banyo Town,14,,6.4072222,-10.795
lr,banzu,Banzu,1,,7.2666667,-9.5666667
lr,bao,Bao,2,,6.0775,-8.6125
lr,baobli,Baobli,2,,5.8752778,-7.6030556
lr,baoja,Baoja,15,,6.8363889,-10.9505556
lr,bao town,Bao Town,2,,5.8186111,-7.6344444
lr,bapa,Bapa,9,,7.5775,-8.5580556
lr,bapa,Bapa,11,,6.0666667,-9.6666667
lr,bapabli,Bapabli,11,,6.0666667,-9.6666667
lr,bapakwali,Bapakwali,11,,6.1394444,-10.3213889
lr,bapie,Bapie,9,,7.1772222,-8.5597222
lr,baple,Baple,9,,6.9358333,-8.7719444
lr,bapo,Bapo,11,,6.4163889,-9.4125
lr,bapu,Bapu,11,,6.4163889,-9.4125
lr,bapubli,Bapubli,11,,6.2666667,-9.8333333
lr,barake,Barake,13,,4.4966667,-7.6622222
lr,barambuma,Barambuma,5,,6.9055556,-10.5808333
lr,barblozohn,Barblozohn,18,,5.5111111,-9.5627778
lr,barclay,Barclay,15,,6.8902778,-10.8030556
lr,barclay farm,Barclay Farm,14,,6.3,-10.6833333
lr,barclaysville,Barclaysville,11,,6.1666667,-10.2333333
lr,barclayville (1),Barclayville (1),11,,6.165,-10.2455556
lr,barclayville (2),Barclayville (2),11,,6.1666667,-10.2333333
lr,barclayville (3),Barclayville (3),11,,6.1666667,-10.25
lr,barclayville (4),Barclayville (4),11,,6.15,-10.2333333
lr,barclayville,Barclayville,11,,6.165,-10.2455556
lr,barclayville,Barclayville,16,,4.6797222,-8.2338889
lr,barduah,Barduah,10,,5.5352778,-8.605
lr,barduah,Barduah,11,,5.8758333,-9.9241667
lr,barekling,Barekling,14,,6.3333333,-10.7333333
lr,barforwin,Barforwin,10,,4.87,-8.4172222
lr,barhney,Barhney,11,,5.8666667,-9.6333333
lr,barh town,Barh Town,11,,6.3766667,-9.1583333
lr,barkey,Barkey,18,,5.6636111,-9.4994444
lr,barlata,Barlata,5,,7.2761111,-10.3208333
lr,barlayville,Barlayville,16,,4.6797222,-8.2338889
lr,barmo,Barmo,15,,6.9136111,-10.8980556
lr,baroma,Baroma,5,,7.8855556,-10.1205556
lr,barota,Barota,15,,6.8333333,-10.5
lr,barseegiah,Barseegiah,11,,6.3386111,-9.6363889
lr,barwalor quarter,Barwalor Quarter,1,,6.9958333,-9.4702778
lr,barwen,Barwen,5,,8.2013889,-9.5627778
lr,barwonkpo new town,Barwonkpo New Town,16,,4.8908333,-8.4358333
lr,basa,Basa,18,,5.9308333,-9.1875
lr,basagia,Basagia,11,,6.3377778,-9.6361111
lr,basai,Basai,1,,6.9333333,-9.7333333
lr,basanai,Basanai,5,,7.4983333,-9.6247222
lr,ba sao,Ba Sao,15,,6.7294444,-10.9152778
lr,basawa,Basawa,10,,4.87,-8.4172222
lr,baselahun,Baselahun,5,,8.0511111,-10.3538889
lr,basenga,Basenga,11,,6.15,-9.75
lr,basibli,Basibli,11,,6.5833333,-9.25
lr,basika,Basika,1,,6.8,-9.8666667
lr,baso,Baso,13,,4.6833333,-7.6666667
lr,basobli,Basobli,2,,6.4666667,-8.6
lr,basoe,Basoe,13,,4.6833333,-7.6666667
lr,basome,Basome,11,,6.3,-9.6666667
lr,bassa,Bassa,10,,4.7833333,-8.4
lr,bassa bwa,Bassa Bwa,11,,6.1158333,-10.3708333
lr,bassa community,Bassa Community,1,,6.9933333,-9.4730556
lr,bassa community,Bassa Community,12,,6.7519444,-11.3780556
lr,bassa community,Bassa Community,14,,6.3,-10.8
lr,bassagia,Bassagia,11,,6.3386111,-9.6363889
lr,bassa town,Bassa Town,14,,6.3833333,-10.6166667
lr,bassa town,Bassa Town,18,,5.9308333,-9.1875
lr,basselahun,Basselahun,5,,8.0511111,-10.3538889
lr,basu,Basu,1,,7.3166667,-9.3666667
lr,basu,Basu,5,,7.2911111,-10.4202778
lr,baswa,Baswa,2,,6.2708333,-7.9380556
lr,batabli,Batabli,14,,6.5069444,-10.7844444
lr,bataca,Bataca,5,,7.635,-10.4830556
lr,batagizi,Batagizi,5,,7.8833333,-9.5833333
lr,bataka,Bataka,5,,7.635,-10.4830556
lr,batakole,Batakole,5,,7.2161111,-9.9394444
lr,batato,Batato,9,,6.9141667,-8.5344444
lr,batesu,Batesu,5,,8.4058333,-10.1202778
lr,batiabli,Batiabli,11,,5.7133333,-9.8080556
lr,batim,Batim,9,,6.6741667,-8.7691667
lr,batoa,Batoa,15,,6.8175,-10.9294444
lr,bato,Bato,10,,5.0822222,-9.0708333
lr,bato,Bato,18,,6.085,-9.2544444
lr,batonwe,Batonwe,9,,7.6655556,-8.6836111
lr,bato town,Bato Town,18,,6.085,-9.2544444
lr,ba town,Ba Town,1,,6.7891667,-9.3086111
lr,ba town,Ba Town,2,,6.4402778,-8.6205556
lr,ba town,Ba Town,9,,6.7325,-9.1363889
lr,batra town,Batra Town,11,,6.0166667,-10.0027778
lr,batro,Batro,17,,6.2166667,-10.3666667
lr,batu,Batu,9,,6.6555556,-8.9697222
lr,batwain,Batwain,9,,6.7325,-9.1363889
lr,bauakla,Bauakla,17,,6.6911111,-10.155
lr,bau,Bau,2,,5.9413889,-8.8611111
lr,bau,Bau,15,,6.6830556,-10.6711111
lr,baubli,Baubli,2,,5.9063889,-7.7194444
lr,bauh,Bauh,2,,5.8875,-8.8277778
lr,baunga,Baunga,11,,6.1833333,-9.7666667
lr,bauwabli,Bauwabli,11,,6.2166667,-9.6333333
lr,bauwema,Bauwema,5,,7.8572222,-10.5594444
lr,bauwoja,Bauwoja,15,,6.8363889,-10.9505556
lr,bauwolahun,Bauwolahun,15,,6.8363889,-10.9505556
lr,bavlehn,Bavlehn,17,,6.2,-10.35
lr,bawadla,Bawadla,11,,6.1166667,-9.6666667
lr,bawata,Bawata,1,,7.2825,-9.1833333
lr,bawe,Bawe,1,,6.7394444,-9.2066667
lr,bawebli,Bawebli,11,,5.8833333,-9.75
lr,bawehn,Bawehn,5,,8.2013889,-9.5627778
lr,bawehn,Bawehn,11,,6.05,-10.2
lr,bawehn,Bawehn,17,,6.2702778,-10.3238889
lr,bawehnkpo,Bawehnkpo,16,,4.8908333,-8.4358333
lr,baweima,Baweima,12,,6.9308333,-11.3008333
lr,bawen,Bawen,5,,8.2013889,-9.5627778
lr,bawenkpo,Bawenkpo,16,,4.8908333,-8.4358333
lr,bawe town,Bawe Town,2,,5.8133333,-7.7252778
lr,bawfeng,Bawfeng,17,,6.6166667,-9.9833333
lr,bawia,Bawia,2,,5.4052778,-7.9161111
lr,bawin,Bawin,9,,7.1833333,-8.65
lr,bawin,Bawin,11,,6.3333333,-9.6166667
lr,bawirike,Bawirike,2,,5.0241667,-7.6575
lr,bawita,Bawita,1,,6.6166667,-9.7666667
lr,bawita,Bawita,11,,6.6277778,-9.7386111
lr,bawlike,Bawlike,2,,5.0241667,-7.6575
lr,bawni,Bawni,11,,6.1666667,-9.8666667
lr,bawnwe,Bawnwe,9,,7.1063889,-8.5213889
lr,bawo,Bawo,2,,5.9694444,-8.1888889
lr,bawoima,Bawoima,12,,6.9308333,-11.3008333
lr,bawolobo,Bawolobo,2,,4.9633333,-7.8488889
lr,bawomai,Bawomai,5,,8.4747222,-9.9211111
lr,bawrekon,Bawrekon,2,,5.3738889,-7.7863889
lr,bawzone,Bawzone,18,,5.7894444,-9.2077778
lr,bayake,Bayake,2,,4.8333333,-7.7333333
lr,bayalu,Bayalu,17,,6.6594444,-10.1030556
lr,baye,Baye,9,,7.11,-8.7355556
lr,bayepea,Bayepea,9,,6.9413889,-8.7475
lr,bayila,Bayila,9,,7.4055556,-8.8025
lr,baylaybo,Baylaybo,2,,5.6794444,-7.6083333
lr,bayobli,Bayobli,2,,5.8752778,-7.6030556
lr,bayobli,Bayobli,11,,6.05,-9.95
lr,bayo town,Bayo Town,14,,6.3752778,-10.7294444
lr,baypon town,Baypon Town,17,,6.2294444,-10.5225
lr,baytonwee,Baytonwee,9,,7.6655556,-8.6836111
lr,bayubli,Bayubli,11,,6.45,-9.9166667
lr,bazagizia,Bazagizia,5,,8.3588889,-9.8347222
lr,bazalima,Bazalima,5,,8.1527778,-9.6519444
lr,baziama,Baziama,5,,8.1527778,-9.6519444
lr,baziewehn,Baziewehn,5,,8.1527778,-9.6519444
lr,bazin,Bazin,11,,6.0433333,-9.865
lr,bazin section,Bazin Section,11,,6.0433333,-9.865
lr,baziwehn,Baziwehn,5,,8.1527778,-9.6519444
lr,bazohn,Bazohn,2,,5.9852778,-8.1808333
lr,bazohn,Bazohn,11,,6.1669444,-10.335
lr,bazohnbli,Bazohnbli,11,,6.0333333,-9.85
lr,bazon,Bazon,11,,6.1669444,-10.335
lr,bea,Bea,9,,7.2097222,-8.6388889
lr,bea,Bea,11,,6.1333333,-9.5
lr,bea,Bea,12,,6.7166667,-11
lr,bea,Bea,15,,6.8161111,-10.7319444
lr,beaden,Beaden,5,,7.5211111,-10.3972222
lr,beadi,Beadi,13,,4.4144444,-7.8019444
lr,bea gate,Bea Gate,12,,7.15,-11.0333333
lr,bea gatetown,Bea Gatetown,12,,7.15,-11.0333333
lr,beah,Beah,9,,7.2097222,-8.6388889
lr,beahfinnie,Beahfinnie,15,,6.8613889,-10.8986111
lr,beaja,Beaja,15,,6.8252778,-10.8494444
lr,beang,Beang,15,,6.5405556,-10.9152778
lr,be anna,Be Anna,15,,6.8119444,-10.8286111
lr,beasemby,Beasemby,15,,6.6055556,-10.6130556
lr,beasot,Beasot,11,,5.8166667,-9.7
lr,beawu,Beawu,5,,8.3,-9.65
lr,beaytuo,Beaytuo,9,,6.7619444,-8.5019444
lr,beayukes,Beayukes,15,,6.6252778,-10.775
lr,be baba,Be Baba,15,,6.6166667,-10.9333333
lr,bebeli,Bebeli,9,,6.9358333,-8.7719444
lr,beble,Beble,9,,7.1808333,-8.4958333
lr,bebli,Bebli,9,,7.1013889,-8.8933333
lr,bebli,Bebli,11,,6.1333333,-9.5
lr,be boakai,Be Boakai,15,,6.6047222,-10.675
lr,be boi kali,Be Boi Kali,5,,6.9730556,-10.7738889
lr,be buakai,Be Buakai,14,,6.5169444,-10.6505556
lr,bebu,Bebu,5,,8.15,-10.3666667
lr,be cooper,Be Cooper,15,,6.65,-10.7
lr,be crusoe,Be Crusoe,15,,6.5705556,-10.9313889
lr,bedaja,Bedaja,12,,7.1644444,-11.2425
lr,be dean,Be Dean,15,,6.8633333,-10.8561111
lr,be devon,Be Devon,15,,6.9486111,-10.9408333
lr,bedezea,Bedezea,5,,8.0805556,-9.8575
lr,bedi,Bedi,17,,6.5666667,-10.1
lr,bedue,Bedue,18,,5.9619444,-9.4652778
lr,beeplay,Beeplay,9,,6.9841667,-8.5791667
lr,beezohn,Beezohn,2,,5.9902778,-8.0838889
lr,be fefe,Be Fefe,15,,6.65,-10.7333333
lr,be flomo,Be Flomo,5,,6.8861111,-10.7511111
lr,be gbogbo,Be Gbogbo,14,,6.5641667,-10.4619444
lr,be gboi,Be Gboi,5,,6.9730556,-10.7738889
